Pics,MLS #,Status,SubArea,Address,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Acres,# of Rooms,Total Other Area SqFt,Tax Rate,Tax Value,New Construction,Fireplace,Garage,Cumulative DOM,Days On Market,Closing Date,Sold Price/List Price,Geocode Quality,City,State
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2075328/0/60/45/eee10c6fdd57c3d06cfbb2986bebc5c0/2/754a8744fc1d5fe0e67b61f005674645/2075328.JPG,2075328,CLOSED,009/H,2721 Glastonbury Road,Amherst,1894.0,1998,3,2,1,Detached,"$206,000","$203,000",0-.25 Acres,8,380.0,0.6145,"$205,435.00",No,1,2,51,51,10/28/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2106616/0/60/45/9e3821f9e43f06fd6873766df0b0c5d5/2/096702840bb8c5b54cd93552f3fa1dca/2106616.JPG,2106616,CLOSED,015/A,103 Litton Street,Perry Hills,1210.0,1999,3,2,0,Detached,"$194,900","$205,000",0-.25 Acres,5,0.0,0.993,"$153,537.00",No,1,1,1,1,2/8/2017,1.05,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2081197/0/60/45/195e73596f74bbe44374c9dc0716c188/2/8c6db5bdf47bd1887c77e3232436b5e9/2081197.JPG,2081197,CLOSED,015/C,107 George Place,Clairmont,1323.0,1985,3,1,1,Detached,"$216,000","$205,000",.51-.75 Acres,6,0.0,0.9805,"$197,374.00",No,1,1,129,129,1/17/2017,0.95,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2099268/0/60/45/3abdb06cc45da5205eacde6107ed33b4/2/3aed029d5da2e359061e696e14d3f069/2099268.JPG,2099268,CLOSED,015/C,1024 Dual Parks Road,Bradley Park,1495.0,2005,3,2,1,Detached,"$205,000","$205,000",0-.25 Acres,6,0.0,0.98,"$172,178.00",No,1,0,9,9,12/15/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2101801/0/60/45/d82081441fa6c9e6946678725423c5ea/2/45d42d070736912204e24d5e29278065/2101801.JPG,2101801,CLOSED,009/B,306 Ridge Lake Drive,Sunset Hills,1517.0,1999,3,2,0,Detached,"$210,000","$205,000",0-.25 Acres,6,0.0,0.9805,"$192,091.00",No,1,2,98,39,2/23/2017,0.98,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2100021/0/60/45/6bc870bd982a7aef2a2f7d00a4c77ad2/2/3f8a9d086e0518200c794cf41c29c3c8/2100021.JPG,2100021,CLOSED,015/A,343 Anterbury Drive,Bradley Terrace,2153.0,2010,4,3,1,Attached,"$229,000","$206,000",0-.25 Acres,9,45.0,0.9805,"$188,944.00",No,1,0,22,22,2/2/2017,0.9,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2080522/0/60/45/491343e2ad7b2e002169aa30bb48d32e/2/911baa2fc394bf40377beebc7aa7e51a/2080522.JPG,2080522,CLOSED,015/A,103 Perry Farms Drive,Perry Farms,1505.0,1992,3,2,1,Detached,"$209,900","$206,500",0-.25 Acres,7,0.0,1.005,"$173,425.00",No,1,0,10,10,9/16/2016,0.98,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2081195/0/60/45/199b4e0733eccada45945e201a9891b5/2/5f74292772c6ab4e8c08e3433117fc40/2081195.JPG,2081195,CLOSED,015/B,316 EVENING STAR Drive,Homestead,1400.0,1998,3,2,1,Detached,"$207,000","$207,000",0-.25 Acres,6,0.0,1.0045,"$179,767.00",No,1,1,6,6,9/8/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2083230/0/60/45/c913238320b9c463657ebdb3f92eb0e4/2/d7f720851d8d7c60d0144fa2fd0a1b37/2083230.JPG,2083230,CLOSED,015/A,801 Handel Lane,Perry Farms,1380.0,1995,3,2,0,Detached,"$220,000","$208,000",0-.25 Acres,6,0.0,1.005,"$196,428.00",No,1,2,48,48,11/11/2016,0.95,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2059155/0/60/45/87b6041e3e74aa3ceb871392c5da68b4/2/d9209c8026863fcb1ae3d341c1fdc63a/2059155.JPG,2059155,CLOSED,015/C,915 Straywhite Avenue,Miramonte,1972.0,2005,3,3,1,Attached,"$210,000","$208,000",0-.25 Acres,6,0.0,1.0045,"$185,662.00",No,1,1,100,100,9/16/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2091875/0/60/45/370a8ff517f19b33950e3012f0e1eb4d/2/2d052c349dc545ff6eea4d4fe2f7076d/2091875.JPG,2091875,CLOSED,015/B,101 TOBACCO FARM Drive,Hollands Crossing,1250.0,1997,3,2,0,Detached,"$209,900","$209,900",0-.25 Acres,5,0.0,0.9805,"$196,931.00",No,1,1,23,23,1/13/2017,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2084074/0/60/45/cf2b1ef5a960a599db108accffed63e1/2/569c1d9de3697249a38e7c963a729e07/2084074.JPG,2084074,CLOSED,009/I,3004 Locust Grove Drive,Sawyers Mill,1546.0,2003,3,2,1,Detached,"$210,000","$210,000",0-.25 Acres,6,0.0,0.924,"$200,954.00",No,1,2,5,5,10/12/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2095304/0/60/45/8d036c7bfc270df508ac87a1e5fa7fe6/2/1bbbe668982ac51dc89f951a863e55d2/2095304.JPG,2095304,CLOSED,009/I,8236 Bells Lake Road,Pine View Acres,1701.0,1976,3,2,0,Detached,"$200,000","$210,000",.51-.75 Acres,6,63.0,0.6965,"$221,128.00",No,1,0,16,16,12/30/2016,1.05,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2104879/0/60/45/8da9faafdab1d9d7ba8b9167f1d28e2a/2/81ccc229446377a1f3a86055c06e8d99/2104879.JPG,2104879,CLOSED,015/C,702 Nottinghill Walk,Golders Green,1640.0,1999,3,2,1,Attached,"$202,000","$211,500",0-.25 Acres,6,0.0,0.9805,"$181,232.00",No,1,1,2,2,2/24/2017,1.05,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093232/0/60/45/91577556cacc5215291d71578be0aa0b/2/3db96e6c0ace9ed5da0840704bde1d7f/2093232.JPG,2093232,CLOSED,009/B,213 Gallent Hedge Trail,Miramonte,1988.0,2006,4,3,1,Attached,"$217,000","$214,000",0-.25 Acres,7,0.0,0.9805,"$187,751.00",No,1,1,5,5,11/17/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2096616/0/60/45/e84c121d5bb64e461da436029dcd9250/2/a294431010ef4198a35f8999076df4ec/2096616.JPG,2096616,CLOSED,015/B,505 Scotts Ridge Trail,Scotts Mill,1293.0,2000,3,2,0,Detached,"$230,000","$215,000",0-.25 Acres,6,0.0,0.9805,"$223,031.00",No,1,1,35,35,12/30/2016,0.93,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2077342/0/60/45/0c16f2769dab99f197144db9c7fa66e2/2/f5f4cd15c348e5d9634d4a4f9555ffc6/2077342.JPG,2077342,CLOSED,009/I,6017 Oxford Green Drive,Oxford Greene,1993.0,1984,3,2,1,Detached,"$220,000","$215,000",.51-.75 Acres,8,0.0,0.6145,"$199,348.00",No,1,0,87,87,12/15/2016,0.98,NA,Apex,NC
